brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_gmall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_xentro,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
saigosan,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Saigosan
sophistique spa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SOPHISTIQUE SPA
sorelle skin care and spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SORELLE SKIN CARE AND SPA
saibachi,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Saibachi
sahroden cellphone shop & acc,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SAHRODEN CELLPHONE SHOP & ACC.
sagye,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SAGYE
sage garden,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,The Sage Garden
sagat crust,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sagat Crust
soul potato,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Soul Potato
saffron sips,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SAFFRON SIPS
safa fashion accessories,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SAFA FASHION ACCESSORIES
soundroom,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SOUNDROOM
saetta mae cellshop,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SAETTA MAE CELLSHOP
saem 9761213972,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,The Saem 9761213972
souper hot,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SOUPER HOT
saem,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,THE SAEM
south bay dental,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,South Bay Dental
sachi ramen,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SACHI RAMEN
south com,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,South Com
south salon,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SOUTH SALON
south star drugs,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SOUTH STAR DRUGS
roots collective,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Roots Collective
sr new york style pizza,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SR NEW YORK STYLE PIZZA
sole destination travel services inc,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sole Destination Travel Services Inc
stephen o bullo 0919 228 1010,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Stephen O. Bullo 0919-228-1010
stellamari spa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STELLAMARI SPA
ringside,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Ringside
stemz healthcare philippines private inc,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STEMZ HEALTHCARE PHILIPPINES PRIVATE INC
ringke,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Ringke
step by step,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Step by Step
step up,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STEP UP
rimowa,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,RIMOWA
right dress fashion goldilocks,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Right Dress Fashion Goldilocks
riff center,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RIFF CENTER
step up boutique,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STEP-UP BOUTIQUE
step up globe,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STEP UP / GLOBE
ride revolution,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,RIDE REVOLUTION
steelcad,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STEELCAD
ricsjen beauty & wellness shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Ricsjen Beauty & Wellness Shop
steveston pizza,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STEVESTON PIZZA
stick on me,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STICK ON ME
richyu fashion,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Richyu Fashion
richtech minigem,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Richtech MINIGEM (12)
richtech 2 ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Richtech 2 ( 3.11 SQM) CA EXHIBITS ( PROPERTY PRO )
richtech 1 ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Richtech 1( 5.04 SQM) CA EXHIBITS ( PROPERTY PRO )
richmond medical,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Richmond Medical
sticks & strings,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sticks & Strings
richielda cabucos lao 238 1567 0925 706 8455,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Richielda Cabucos - Lao (032)238-1567/0925-706-8455
richchad coffee shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Richchad Coffee Shop
rink star,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RINK STAR
steamworks,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STEAMWORKS
stitch and sole,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Stitch and Sole
rj reloading,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RJ RELOADING (VIRTECK)
rmg gadget shops,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Rmg Gadget Shops
starcon fitness gym,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Starcon Fitness Gym
rmc technics cellphone repair and accessories,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RMC TECHNICS CELLPHONE REPAIR AND ACCESSORIES
stardust fine jewelry,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Stardust Fine Jewelry
rm phone accessories,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,RM Phone Accessories
rm cellshop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RM CELLSHOP
rk telecom,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RK Telecom
rk tel cellphone accessories,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,RK-Tel Cellphone Accessories
rjs barbershop,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RJS BARBERSHOP
rjl medical clinic,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,RJL / Medical Clinic
starkey locksmith & watch repair,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STARKEY LOCKSMITH & WATCH REPAIR
starmall cinemas,0,0,0,0,0,0,0,0,0,1,0,0,1,1,False,False,STARMALL CINEMAS
rita optical,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,RITA OPTICAL
starphone,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STARPHONE
rj agency visa consultancy,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RJ Agency Visa Consultancy
rizal dairy farms,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,RIZAL DAIRY FARMS
starrbites,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STARRBITES
rizal commercial banking corp,0,0,0,0,0,0,0,0,0,1,0,0,1,1,False,False,RIZAL COMMERCIAL BANKING CORP. (RCBC)
rivians special ice cream,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RIVIAN'S SPECIAL ICE CREAM
statement theory,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STATEMENT THEORY
statesman barbershop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Statesman Barbershop
status hair salon,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Status Hair Salon
steak & gravy,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STEAK & GRAVY
steak & sushi,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STEAK & SUSHI
rich and shine fashion accessories and store,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RICH AND SHINE FASHION ACCESSORIES AND STORE
rich and shine fashion accessories,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RICH AND SHINE FASHION ACCESSORIES
sr watch repair shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SR Watch Repair Shop
revlon mini gem exhibit 13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,REVLON MINI GEM EXHIBIT ( FC DATING VIDEOKE) #13
reymel canteen,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,REYMEL CANTEEN
reylyn tech minigem,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Reylyn Tech MINIGEM (12)
reyes haircutters,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,Reyes Haircutters
reyes hair cutter,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,REYES HAIR CUTTER
reyes barbeque,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,REYES BARBEQUE
streat balls,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STREAT BALLS
reycon watch repair center,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,REYCON WATCH REPAIR CENTER
street pro,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Street Pro
rey silver station & watch repair center zsj dimsum hauz,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,REY SILVER STATION & WATCH REPAIR CENTER ZSJ DIMSUM HAUZ ( SIOMAI KING )
streetyard,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STREETYARD
rexcue fone,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,REXCUE FONE
revlon,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,REVLON
rfg watch service center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RFG WATCH SERVICE CENTER
stretch center salon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STRETCH CENTER SALON
reva footwear,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Reva Footwear
strip,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STRIP
rev,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,REV
retro,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RETRO
retokelly salon & spa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RETOKELLY SALON & SPA
retokelly group of salon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RETOKELLY GROUP OF SALON
retailogy,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RETAILOGY
retail lab,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Retail Lab
restwell massage,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Restwell Massage
restoerun,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Restoerun
strap shop delscollection,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STRAP SHOP / DELSCOLLECTION
rfone solutions gadgets & repair shop,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,RFONE SOLUTIONS GADGETS & REPAIR SHOP
rice toppings and lemon express,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Rice Toppings and Lemon Express
riannetel,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Riannetel
stitches and charm,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STITCHES AND CHARM
rice in box,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RICE IN BOX
rice in a box staffhouse superb shanghai siomai,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RICE IN A BOX STAFFHOUSE SUPERB SHANGHAI SIOMAI
stitches and charm boutique cocais food stall,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STITCHES AND CHARM BOUTIQUE COCAI’S FOOD STALL
rice at your doorstep,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Rice at Your Doorstep
stockroom,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,THE STOCKROOM
rice & rolls,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Rice & Rolls
stockwell cafe lounge,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STOCKWELL CAFE LOUNGE
stop & shack house minigem exhibit,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STOP & SHACK HOUSE MINIGEM EXHIBIT (28)
ribs n bibs restaurant,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,RIBS N BIBS RESTAURANT
ribs bibs,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RIBS BIBS
stop and style,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Stop and Style
strands salon,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Strands Salon
rianne,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Rianne
store 2823,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STORE 2823
rhearen musical instrument avon ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RHEAREN MUSICAL INSTRUMENT / AVON CA EXHIBITS ( PROPERTY PRO )
rgz beauty and wellness products shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RGZ Beauty and Wellness Products Shop
stormtech 9752669286,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Stormtech 9752669286
rgm i care,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,RGM I-CARE
rgentee,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Rgentee
straight forward,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STRAIGHT FORWARD
rgbtoyzone,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,RGBToyzone
straight naturelle,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STRAIGHT NATURELLE
straightfroward,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Straightfroward
starbucks reserve 8280 0726,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Starbucks Reserve 8280-0726
rmj flowers,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RMJ Flowers
rms fashion gallery,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,RMS FASHION GALLERY
rockbords phones and gadgets,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Rockbords Phones and Gadgets
st ali,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ST. ALI
st ali coffee,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ST. ALI COFFEE
st clare of asissi,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ST. CLARE OF ASISSI
st john,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,St. John
st joseph,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,St. Joseph
rocky s barbershop,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Rocky\'s Barbershop
rocky mountain chocolate factory,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ROCKY MOUNTAIN CHOCOLATE FACTORY
st joseph drug,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ST JOSEPH DRUG
rockstar by centerstage,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ROCKSTAR BY CENTERSTAGE
st joseph religious items shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,St. Joseph Religious items Shop
st joseph religious items shop 9915586481,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,St. Joseph Religious items Shop 9915586481
rock on boulder gym,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,ROCK ON BOULDER GYM
rodness pasalubong,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Rodness Pasalubong
st louis house of fine ice cream & desserts,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,ST. LOUIS HOUSE OF FINE ICE CREAM & DESSERTS
rock n sole,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Rock n Sole
st marc cafe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ST MARC CAFE
robys sports,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBY'S SPORTS
robs,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Rob's
robots & dolls salon,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Robots & Dolls Salon
robots & dolls,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Robots & Dolls
sta barbara,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sta. Barbara
robisnons deparment store,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBISNONS DEPARMENT STORE
sta lucia holdings,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sta. Lucia Holdings
robinsons supermarket hot ticket fashion shop,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSONS SUPERMARKET HOT TICKET FASHION SHOP
sst laptop & pc shop,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sst Laptop & Pc Shop
roger vivier,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,ROGER VIVIER
road house manila,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ROAD HOUSE MANILA
romulo cafe,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,ROMULO CAFE
srl panoceph dental diagnostic clinic 0917 8557566,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Srl Panoceph Dental Diagnostic Clinic 0917-8557566
rookie kids,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Rookie Kids
rookie,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROOKIE
rons flower garden,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Ron's Flower Garden
srt merchandising,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SRT Merchandising
ssamjang express,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SSAMJANG EXPRESS
roninsons supermarket,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,RONINSONS SUPERMARKET
ron salon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RON SALON
ssamjang korean restaurant,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SSAMJANG KOREAN RESTAURANT
ron mar handicraft,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,RON MAR HANDICRAFT
ssr household,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SSR Household
sss additional area,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SSS ADDITIONAL AREA
rogue gaming,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ROGUE GAMING
sss bluepoint com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SSS BLUEPOINT.COM
sss satellite,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SSS SATELLITE
romeos steak & spice,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Romeo's Steak & Spice
romeos spice & steaks,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Romeo’s Spice & Steaks
romeos,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Romeo's
sss ystilo,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,"SSS, YSTILO"
roma wellness beauty centre,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ROMA WELLNESS BEAUTY CENTRE
sst gadgets repair,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SST GADGETS REPAIR
roller fever,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Roller Fever
rolex washington watch group,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,ROLEX - WASHINGTON WATCH GROUP
sst laptop & gadget repair shop 9438205423,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SST LAPTOP & GADGET REPAIR SHOP 9438205423
robinsons supermarket corp daud macapa ar,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Robinsons Supermarket Corp. DAUD MACAPA-AR
robinsons supermarket bainor repair services 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSONS SUPERMARKET BAINOR REPAIR SERVICES 1
robinsons supermarket 8961 6029,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Robinsons Supermarket 8961-6029
robinson handyman exhibit,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSON HANDYMAN EXHIBIT
star finder optical shop 0949 430 5969,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Star Finder Optical Shop 0949-430-5969
robinsons bank jewelrich,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSONS BANK Jewelrich
robinsons bank 8702 9500 local 499,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Robinsons Bank 8702-9500 local 499
robinsons bank 0917 321 0930,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS BANK 0917-321-0930
robinsons appliances oppo mobile,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Robinsons Appliances OPPO MOBILE
robinsons appliances arzel,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSONS APPLIANCES ARZEL
star frappe green bowl,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,"STAR FRAPPE , GREEN BOWL"
robinsons appliances 9988466445,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Robinsons Appliances 9988466445
star jury toys ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STAR JURY TOYS CA EXHIBITS ( PROPERTY PRO )
robinsons appliance store bainor repair services ii,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSONS APPLIANCE STORE BAINOR REPAIR SERVICES II
robinsons appliance center,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Robinsons Appliance Center
roberts toys,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Roberts Toys
sta lucia land inc,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sta. Lucia Land Inc.
roberts accessories khalid saud,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Roberts Accessories (LIN MIN XU ) (4.44 SQM) KHALID SAUD
star sports,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Star Sports
star telecom,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,STAR TELECOM
robert series,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Robert Series
robert chicken,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBERT CHICKEN
robelo watch repair,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,ROBELO WATCH REPAIR
robata by chef alexander sebastian,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,ROBATA BY CHEF ALEXANDER SEBASTIAN
roasted duck express,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Roasted Duck Express
roasted beans & coffee shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROASTED BEANS & COFFEE SHOP
roasted & grilled,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Roasted & Grilled
starbucks 032 8896 2755,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STARBUCKS 032.8896.2755
star finder optical,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STAR-FINDER OPTICAL
robinsons department store home outlet h and m cp ii,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Robinsons Department Store Home Outlet ( Exhibit) H AND M CP II
stampede,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STAMPEDE
robinsons department store home outlet n & l cellphone and accessories,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Robinsons Department Store Home Outlet ( Exhibit) N & L CELLPHONE AND ACCESSORIES
sta teresa resto,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sta. Teresa Resto
robinsons supermaket,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS SUPERMAKET
robinsons super market,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS SUPER MARKET
robinsons residences,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Robinsons Residences
robinsons movieworld 881 2545,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD (054) 881-2545
robinsons movieworld 8397 1888 loc 36029,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD ( 8397-1888 loc.36029
robinsons movieworld 815 7771,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD (085) 815-7771
robinsons movieworld 224 2822,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD ( 063 ) 224-2822
robinsons movieworld 0998 840 3587,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD (OPEN) 0998-840-3587
robinsons movieworld 0997 508 5366,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD (OPEN) 0997-508-5366
robinsons movieworld 0945 852 5486,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIEWORLD 0945-852-5486 (OPEN)
sta teresa resto 9177931584,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,STA. TERESA RESTO 9177931584
robinsons movie world 8887 0726,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,ROBINSONS MOVIE WORLD (OPEN) (02) 8887-0726
stacks,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STACKS
stallion fashion house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Stallion Fashion House
robinsons homes inc,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Robinsons Homes Inc.
stallion fashion house 0929 318 6731,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Stallion Fashion House 0929-318-6731
stamp attack,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STAMP ATTACK
robinsons handyman stockroom firefly,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Robinsons Handyman Stockroom FIREFLY
robinsons handyman,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,ROBINSON'S HANDYMAN
stamp shop fashion boutique,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,STAMP SHOP FASHION BOUTIQUE
stamp studio,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,STAMP STUDIO
robinsons department store jaju playhouse,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Robinsons Department Store JAJU PLAYHOUSE
salt & stone,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SALT & STONE
salt & stone wellness spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SALT & STONE WELLNESS SPA
stud & sassy,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Stud & Sassy
skin bar,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Skin Bar
