brand_key,display_name,chain,mall_id,mall_name,region
ms cellphone accessories,MS CELLPHONE ACCESSORIES,robinsons,robinsons-dumaguete,Robinsons Place Dumaguete,visayas
my jewellery box,My Jewellery Box,ortigas,greenhills,Greenhills,metro-manila
ms by marjories,MS BY MARJORIES,sm,sm-city-bicutan,SM City Bicutan,metro-manila
mtcs money changer,MTC'S MONEY CHANGER,xentro,montalban-town-center,Montalban Town Center,
mt stomach,MT Stomach,megaworld,california-garden-square,California Garden Square,
pizza hut food cart,Pizza Hut Food Cart,robinsons,robinsons-imus,Robinsons Place Imus,south-luzon
msr pro,MSR PRO,sm,sm-city-marilao,SM City Marilao,north-luzon
my lash salon,MY LASH SALON,ayala,ayala-malls-central-bloc,Ayala Malls Central Bloc,visayas
mrz mobile repair zone,MRZ MOBILE REPAIR ZONE,sm,sm-city-san-mateo,SM City San Mateo,metro-manila
pick up stix,PICK-UP-STIX,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
my laksa,MY LAKSA,sm,sm-city-manila,SM City Manila,metro-manila
mrs goodies,MRS GOODIES,sm,sm-city-cebu,SM City Cebu,visayas
pickleball court,Pickleball Court,filinvest,main-square,Main Square,south-luzon
my health clinic quezon city,MY HEALTH CLINIC - QUEZON CITY,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
msc detour car care center,MSC DETOUR CAR CARE CENTER,ayala,ayala-capitol-central,Ayala Malls Capitol Central,visayas
my jewelry box,My Jewelry Box,ortigas,greenhills,Greenhills,metro-manila
msa academic advancement institute,MSA ACADEMIC ADVANCEMENT INSTITUTE,ayala,ayala-serendra,Shops at Serendra,metro-manila
my j & s,MY J & S,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
pizza hut kiosk,PIZZA HUT KIOSK,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
musik wizzard,Musik Wizzard,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
mtmb,MTMB,starmall,alabang,Starmall Alabang,metro-manila
music mayhem,MUSIC MAYHEM,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
my angels two fashion,MY ANGELS TWO FASHION,xentro,balagtas-town-center,Balagtas Town Center,
music house,The Music House,ortigas,greenhills,Greenhills,metro-manila
my box,My Box,gmall,gmall-of-davao,GMall of Davao,mindanao
museum of emotions,MUSEUM OF EMOTIONS,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
museo barbershop nail gallery spa,MUSEO BARBERSHOP NAIL GALLERY SPA,sm,smdc-air-mall,SMDC Air Mall,smdc
pink polish,Pink Polish,gmall,gmall-of-toril,GMall of Toril,mindanao
musashi maru,MUSASHI MARU,ayala,ayala-glorietta,Glorietta,metro-manila
pink polish nail lounge,Pink Polish Nail Lounge,gmall,gmall-of-davao,GMall of Davao,mindanao
musar music,MUSAR MUSIC,sm,sm-city-baguio,SM City Baguio,north-luzon
pink pony tails,Pink Pony Tails,gmall,gmall-of-tagum,GMall of Tagum,mindanao
pieza de mano art ang frames,PIEZA DE MANO ART ANG FRAMES,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
munies,Munies,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
pieza de mano,Pieza De Mano,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
pink2pink body & face skin,PINK2PINK BODY & FACE SKIN,ayala,ayala-metropoint,Metro Point Mall,metro-manila
pinkies box,PINKIES BOX,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
music jam el bonitos,MUSIC JAM EL BONITOS,xentro,xentro-mall-lemery,XentroMall Lemery,
pili ani,Pili Ani,ortigas,greenhills,Greenhills,metro-manila
mu lan general merchandise,MU LAN GENERAL MERCHANDISE,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
my angels enterprise,MY ANGELS ENTERPRISE,ayala,ayala-market-market,Market! Market!,metro-manila
pink belles fashion,Pink Belle's Fashion,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
pings eatabols,PING’S EATABOLS,ayala,ayala-capitol-central,Ayala Malls Capitol Central,visayas
pink dot,PINK DOT,ayala,ayala-harbor-point,Harbor Point,north-luzon
pink dough,Pink Dough,megaworld,california-garden-square,California Garden Square,
pines telecom,Pines Telecom,robinsons,robinsons-santiago,Robinsons Place Santiago,north-luzon
mutt chery,MUTT CHERY,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
mvp taekwando,MVP Taekwando,megaworld,festive-walk-parade,Festive Walk Parade,
mvt mobile,MVT Mobile,megaworld,eastwood-cyber-mall,Eastwood Cyber Mall,
mwell primary care,Mwell Primary Care,filinvest,main-square,Main Square,south-luzon
music school of ryan cayabyab,THE MUSIC SCHOOL OF RYAN CAYABYAB,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
pink lemonade,Pink Lemonade,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
mxt restaurant,MXT RESTAURANT,sm,sm-city-sta-mesa,SM City Sta. Mesa,metro-manila
pina seoul,PINA SEOUL,robinsons,robinsons-pangasinan,Robinsons Place Pangasinan,north-luzon
pimp kicks,Pimp Kicks,ortigas,greenhills,Greenhills,metro-manila
music museum,Music Museum,ortigas,greenhills,Greenhills,metro-manila
pinoy krispy sisig,Pinoy Krispy Sisig,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
pink & brown boutique,Pink & Brown Boutique,robinsons,robinsons-luisita,Robinsons Luisita,north-luzon
pinoy pyesta,PINOY PYESTA,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
pinoy silugan,PINOY SILUGAN,xentro,sta-ana-public-market,Sta Ana Public Market,
picture city green heart naturals enterprise,Picture City Green Heart Naturals Enterprise ( HUMAN NATURE ),xentro,xentro-mall-calapan,XentroMall Calapan,
my greek taverna,MY GREEK TAVERNA,sm,sm-city-cebu,SM City Cebu,visayas
my happy home,My Happy Home,ortigas,greenhills,Greenhills,metro-manila
muhlachs ensaymada,Muhlach’s Ensaymada,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
my health,My Health,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,
picture books,PICTURE BOOKS,sm,sm-megamall,SM Megamall,metro-manila
pixelport,PIXELPORT,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
pixie forest,Pixie Forest,filinvest,festival-mall,Festival Mall,metro-manila
my health clinic,My Health Clinic,filinvest,festival-mall,Festival Mall,metro-manila
pizza boy,Pizza boy 9778098547,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
my health clinic 238 8802 268 8502,MY HEALTH CLINIC (032)238-8802/(032)268-8502,robinsons,robinsons-cybergate-cebu,Robinsons Cybergate Cebu,visayas
mugna,MUGNA,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
muelvans,Muelvans,gmall,gmall-of-tagum,GMall of Tagum,mindanao
muebles italiano,MUEBLES ITALIANO,sm,sm-megamall,SM Megamall,metro-manila
pizza haus,Pizza Haus,robinsons,robinsons-naga,Robinsons Place Naga,south-luzon
my gems,My Gems,ortigas,greenhills,Greenhills,metro-manila
picture city mayandug cellphone accessories,PICTURE CITY Mayandug Cellphone Accessories,xentro,xentro-mall-lemery,XentroMall Lemery,
pixel point by photoline,PIXEL POINT BY PHOTOLINE,sm,sm-aura,SM Aura,metro-manila
multisport hub,MULTISPORT HUB,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
my destination tours and travel,MY DESTINATION TOURS AND TRAVEL,sm,sm-cherry-antipolo,SM Center Antipolo Downtown,metro-manila
mundae soft serve ice cream,MUNDAE SOFT SERVE ICE CREAM,sm,smdc-fame-mall,SMDC Fame Mall,smdc
mundae,Mundae,ortigas,greenhills,Greenhills,metro-manila
mumin innovations,MUMIN INNOVATIONS,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
my diamond technomarine,MY DIAMOND / TECHNOMARINE,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
mumbaki,Mumbaki,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
multi time emporium,MULTI-TIME EMPORIUM,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
pirazzo,PIRAZZO,robinsons,robinsons-santiago,Robinsons Place Santiago,north-luzon
muju,Muju,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
pirates grill open,Pirate's Grill OPEN,robinsons,robinsons-sta-rosa,Robinsons Sta. Rosa,south-luzon
muji pop up store,MUJI Pop-Up Store,araneta,gateway-mall,Gateway Mall,metro-manila
my dollar store plus,MY DOLLAR STORE PLUS,araneta,ali-mall,Ali Mall,metro-manila
pidoks,PIDOKS,ayala,ayala-abreeza,Abreeza,mindanao
my falafel,My Falafel,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,
p5 idrive driving school,P5 iDrive Driving School,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
mothers cake house,MOTHERS CAKE HOUSE,sm,sm-city-pampanga,SM City Pampanga,north-luzon
mrs affogato,Mrs. Affogato,megaworld,lucky-chinatown-mall,Lucky Chinatown Mall,
mobteq,MOBTEQ,sm,sm-city-cagayan-de-oro,SM City CDO Uptown,mindanao
mobile tech ave,MOBILE TECH AVE,sm,sm-city-manila,SM City Manila,metro-manila
mobile to go,Mobile To Go,ortigas,greenhills,Greenhills,metro-manila
mobile works,MOBILE WORKS,sm,sm-center-pasig,SM Center Pasig,metro-manila
mobilinks,MOBILINKS,robinsons,robinsons-butuan,Robinsons Place Butuan,mindanao
mobility scooter kiosk,MOBILITY SCOOTER KIOSK,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
mobistar cellphone and accessories,MOBISTAR CELLPHONE AND ACCESSORIES,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
mochi mama,MOCHI MAMA,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
mnm de masaje massage chair services,MNM DE MASAJE MASSAGE CHAIR SERVICES (NEW),robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
mod audio ph,MOD AUDIO PH,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
modbed,modbed,ortigas,estancia,Estancia,metro-manila
modern bamboo,MODERN BAMBOO,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
modern dental studio,Modern Dental Studio,megaworld,eastwood-city-walk,Eastwood City Walk,
modern gadgets,Modern Gadgets,filinvest,festival-mall,Festival Mall,metro-manila
modern optics,MODERN OPTICS,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
mobile shop,MOBILE SHOP,ayala,ayala-marquee,MarQuee Mall,north-luzon
mobile shield,MOBILE SHIELD,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
poppers pop temporarily closed,Popper's Pop TEMPORARILY CLOSED,robinsons,robinsons-malabon,Robinsons Town Mall Malabon,metro-manila
pops all filipino buffet,POPS ALL FILIPINO BUFFET,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
mobile place,MOBILE PLACE,sm,sm-city-marilao,SM City Marilao,north-luzon
mobile outfitters,Mobile Outfitters,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,
mobile networks,Mobile Networks,gmall,gmall-of-toril,GMall of Toril,mindanao
mobile g mik,MOBILE G-MIK,sm,sm-city-marilao,SM City Marilao,north-luzon
porsche design,Porsche Design,megaworld,newport-city,Newport City,
mobile extras,Mobile Extras,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
mobile core,MOBILE CORE,sm,sm-city-marilao,SM City Marilao,north-luzon
port mango,PORT MANGO,robinsons,robinsons-gapan,Robinsons Gapan,north-luzon
mobile circuit,Mobile Circuit,filinvest,festival-mall,Festival Mall,metro-manila
mobile care solutions,Mobile Care Solutions,ortigas,greenhills,Greenhills,metro-manila
mobile accessories,Mobile Accessories,gmall,gmall-of-tagum,GMall of Tagum,mindanao
mobicity,MOBICITY,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
mobi express,Mobi Express,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
modern optics and eye center,MODERN OPTICS AND EYE CENTER,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
poplife,POPLIFE,robinsons,opus,Opus Mall,metro-manila
modern pet,Modern Pet,megaworld,arcovia-city,Arcovia City,
pop up kidzoona,Pop Up! Kidzoona,robinsons,robinsons-angeles,Robinsons Angeles,north-luzon
pong pongs pasalubong store,PONG PONG'S PASALUBONG STORE,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
mono echelon,Mono / Echelon,gmall,gmall-of-davao,GMall of Davao,mindanao
monki,MONKI,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
monkey grounds coffee,Monkey Grounds Coffee,megaworld,festive-walk-parade,Festive Walk Parade,
poopers pop,POOPER'S POP,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
monicas handicrafts,MONICAS HANDICRAFTS,sm,sm-city-fairview,SM City Fairview,metro-manila
monicas apartment laundry room,Monica's Apartment Laundry Room,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,
pop culture,Pop Culture,megaworld,eastwood-city-walk,Eastwood City Walk,
mongolian stir fried noodles,MONGOLIAN STIR FRIED NOODLES,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
pop enthusiast,Pop Enthusiast,ortigas,greenhills,Greenhills,metro-manila
pop junk love go lokal,POP JUNK LOVE GO LOKAL,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
pop socket,POP SOCKET,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
money xpress,Money Xpress,megaworld,eastwood-city-walk,Eastwood City Walk,
money changer,Money Changer,robinsons,robinsons-cybergate-cebu,Robinsons Cybergate Cebu,visayas
mondae,MONDAE,sm,sm-center-pulilan,SM Center Pulilan,north-luzon
modern shang and fish & co,Modern Shang and Fish & Co,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
monarch montage skin science and medical aesthetics,Monarch Montage Skin Science And Medical Aesthetics,filinvest,main-square,Main Square,south-luzon
moms ube choco champorado,MOMS UBE-CHOCO CHAMPORADO,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
moms ube and triple chocolate champorado,MOM'S UBE AND TRIPLE CHOCOLATE CHAMPORADO,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
popcycle at elektrik avenue,Popcycle at Elektrik Avenue,ortigas,greenhills,Greenhills,metro-manila
momoyo ice cream & iced coffee,Momoyo Ice Cream & Iced Coffee,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
momo cart,Momo Cart,robinsons,robinsons-gentrias,Robinsons Place Gen. Trias,south-luzon
mommas fresh lumpia,MOMMAS FRESH LUMPIA,sm,sm-city-bacoor,SM City Bacoor,south-luzon
mom ube choco champorado,MOM' UBE CHOCO CHAMPORADO,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
popique beauty,Popique Beauty,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,
mom czes pares mami house,Mom Cze's Pares Mami House,robinsons,robinsons-north-tacloban,Robinsons North Tacloban,visayas
molino grill,Molino Grill,robinsons,robinsons-naga,Robinsons Place Naga,south-luzon
mois empanada,Moi's Empanada,gmall,gmall-of-tagum,GMall of Tagum,mindanao
moderna,Moderna,megaworld,uptown-parade,Uptown Parade,
modern smiles,MODERN SMILES,sm,smdc-strip-at-shine,SMDC Strip at Shine,smdc
mobell copy center,Mobell Copy Center,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
mnm de masaje,MNM de Masaje,robinsons,robinsons-antique,Robinsons Place Antique,visayas
pizza smile xbox,PIZZA SMILE XBOX,xentro,montalban-town-center,Montalban Town Center,
mister siomai atbp,MISTER SIOMAI ATBP,sm,smdc-strip-at-trees,SMDC Strip at Trees,smdc
mist & co,MIST & CO,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
mister donut cafe,MISTER DONUT CAFE,sm,sm-city-bacolod,SM City Bacolod,visayas
mister donut kiosk,MISTER DONUT KIOSK,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
mister donut zagu,MISTER DONUT / ZAGU,xentro,xentro-mall-cabagan,XentroMall Cabagan,
mister frosty,MISTER FROSTY,sm,sm-city-clark,SM City Clark,north-luzon
potato monster,Potato Monster,gmall,gmall-of-digos,GMall of Digos,mindanao
mita,Mita,robinsons,robinsons-gen-san,Robinsons Place GenSan,mindanao
mnla,MNLA,sm,sm-city-manila,SM City Manila,metro-manila
mitsubishi motors cebu lifestlye center,MITSUBISHI MOTORS CEBU LIFESTLYE CENTER,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
mitsubishi motors fast autoworld,MITSUBISHI MOTORS - FAST AUTOWORLD,sm,sm-jmall,SM J Mall,visayas
potato humps,Potato Humps,gmall,gmall-of-toril,GMall of Toril,mindanao
mitsuhana,MITSUHANA,robinsons,opus,Opus Mall,metro-manila
mitubl,MITUBL,sm,sm-city-general-santos,SM City General Santos,mindanao
potato hub,Potato Hub,robinsons,robinsons-naga,Robinsons Place Naga,south-luzon
missy bon bon,Missy Bon Bon,robinsons,robinsons-iligan,Robinsons Place Iligan,mindanao
missing link,Missing Link,megaworld,eastwood-cyber-mall,Eastwood Cyber Mall,
miss tea cafe,MISS TEA CAFE,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
poto poto,Poto Poto,megaworld,lucky-chinatown-imperial-wing,Lucky Chinatown - Imperial Wing,
miss olives ice cream,MISS OLIVE'S ICE CREAM,robinsons,robinsons-tagum,Robinsons Place Tagum,mindanao
pottery barn,Pottery Barn,ortigas,estancia,Estancia,metro-manila
pound for pound fitness,POUND FOR POUND FITNESS,robinsons,robinsons-otis,Robinsons Otis,metro-manila
miss esthe,Miss Esthe,megaworld,uptown-mall,Uptown Mall,
misreen pet food & accessories,Misreen Pet Food & Accessories,ortigas,tiendesitas,Tiendesitas,metro-manila
mismukuno,MISMUKUNO,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
misen homewares,Misen Homewares,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
power gadgets,POWER GADGETS,sm,sm-megamall,SM Megamall,metro-manila
misaki,Misaki,filinvest,festival-mall,Festival Mall,metro-manila
miruu,MIRUU,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
power house,Power House,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,
mirrors salon & spa,MIRRORS SALON & SPA,robinsons,robinsons-north-tacloban,Robinsons North Tacloban,visayas
power lite phone shop,Power Lite Phone Shop,gmall,gmall-of-davao,GMall of Davao,mindanao
mix eat,Mix Eat,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
mix gems,Mix Gems,ortigas,greenhills,Greenhills,metro-manila
mix in style,Mix In Style,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
potato corner hyundai,POTATO CORNER HYUNDAI,xentro,xentro-mall-calapan,XentroMall Calapan,
mncc cellphones and accessories store,MNCC CELLPHONES AND ACCESSORIES STORE,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
posh nails hand and foot spa,POSH NAILS HAND AND FOOT SPA,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
mml essentials,MML - Essentials,megaworld,southwoods-mall,Southwoods Mall,
mmda satellite office,MMDA Satellite Office,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
positive living massage chair temporarily closed,POSITIVE LIVING MASSAGE CHAIR TEMPORARILY CLOSED,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
positive living saij skin care essential,Positive Living SAIJ SKIN CARE ESSENTIAL,xentro,xentro-mall-calapan,XentroMall Calapan,
mls,MLS,starmall,alabang,Starmall Alabang,metro-manila
mljv dental works,MLJV DENTAL WORKS,xentro,montalban-town-center,Montalban Town Center,
mljl trading gadgetz atbp,MLJL Trading (Satellite) - Gadgetz atbp.,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
mlhuillier jewelry,MLhuillier Jewelry,gmall,gmall-of-digos,GMall of Digos,mindanao
mlhuillier jewellers,MLHUILLIER JEWELLERS,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
post shop,POST SHOP,sm,sm-city-iloilo,SM City Iloilo,visayas
mlg travel & tours,MLG Travel & Tours,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
mlb korea,MLB Korea,megaworld,uptown-mall,Uptown Mall,
mlb beauty and wellness hub,MLB Beauty and Wellness Hub,robinsons,robinsons-dumaguete,Robinsons Place Dumaguete,visayas
mix n magic,Mix n Magic,gmall,gmall-of-davao,GMall of Davao,mindanao
mkc vintage shop,MKC VINTAGE SHOP,ayala,ayala-marquee,MarQuee Mall,north-luzon
mk fried noodles,Mk Fried Noodles,filinvest,fora,Fora Mall,south-luzon
mjks food corner,MJK's Food Corner,robinsons,robinsons-dumaguete,Robinsons Place Dumaguete,visayas
mjc accessories,MJC ACCESSORIES,xentro,xentro-mall-tumauini,XentroMall Tumauini,
mj gold & silver,MJ Gold & Silver,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
mj gadget,Mj Gadget,ortigas,greenhills,Greenhills,metro-manila
mizusawa milktea and coffee,MIZUSAWA MILKTEA AND COFFEE,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
mizuno,MIZUNO,ayala,ayala-trinoma,Trinoma,metro-manila
mizuki,Mizuki,megaworld,festive-walk-mall-iloilo,Festive Walk Mall,
mixx,MIXX,robinsons,robinsons-gentrias,Robinsons Place Gen. Trias,south-luzon
potato fries station,POTATO FRIES STATION,robinsons,robinsons-tuguegarao,Robinsons Place Tuguegarao,north-luzon
mixue ice cream & tea,MIXUE ICE CREAM & TEA,robinsons,robinsons-cainta,Robinsons Cainta,metro-manila
mixue ice cream,MIXUE ICE CREAM,ayala,ayala-harbor-point,Harbor Point,north-luzon
mixte,Mixté,ortigas,greenhills,Greenhills,metro-manila
pomelo,POMELO,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
polyglot international academy,Polyglot International Academy,megaworld,festive-walk-parade,Festive Walk Parade,
mono mansion,MONO MANSION,sm,s-maison,S Maison,metro-manila
mr helmet,MR. HELMET,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
play 2 learn,PLAY 2 LEARN,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
mr dynamic,Mr Dynamic,ortigas,greenhills,Greenhills,metro-manila
mr fluffy,Mr.fluffy,robinsons,robinsons-jaro,Robinsons Place Jaro,visayas
platinium karaoke,PLATINIUM KARAOKE,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
mr green,MR GREEN,sm,sm-city-davao,SM City Davao,mindanao
plantsnilloids,PLANTSNILLOIDS,ayala,ayala-market-market,Market! Market!,metro-manila
mr hongs unlimited samgyeopsal,MR. HONG'S UNLIMITED SAMGYEOPSAL,starmall,alabang,Starmall Alabang,metro-manila
polyeast,Polyeast,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
plantmate plants shop,PLANTMATE PLANTS SHOP,sm,sm-city-lucena,SM City Lucena,south-luzon
mr key fix beauche,MR. KEY FIX (EXTENSION) BEAUCHE,xentro,tanay-town-center,Tanay Town Center,
mr key fix jewelrich,MR. KEY FIX JEWELRICH,xentro,tanay-town-center,Tanay Town Center,
mr kokio food cart,MR KOKIO FOOD CART,sm,sm-city-bacolod,SM City Bacolod,visayas
planet sports asia,Planet Sports Asia,ortigas,greenhills,Greenhills,metro-manila
mr lee,Mr. Lee,waltermart,plaridel,WalterMart Plaridel,north-luzon
mr doods laundry hub,MR DOODS LAUNDRY HUB,sm,sm-city-sto-tomas,SM City Sto. Tomas,south-luzon
mr diecast & collectibles,Mr. Diecast & Collectibles,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
play book store,THE PLAY BOOK STORE,ayala,ayala-one-bonifacio-high-street,One Bonifacio High Street,metro-manila
play giant,PLAY GIANT,ayala,ayala-glorietta,Glorietta,metro-manila
play n learn kids playroom childcare center,PLAY N LEARN KIDS PLAYROOM CHILDCARE CENTER,sm,sm-city-davao,SM City Davao,mindanao
play studio,Play Studio,robinsons,robinsons-bacolod,Robinsons Place Bacolod,visayas
mr d cellphone store,Mr. D. Cellphone Store,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
play works,PLAY WORKS,sm,sm-aura,SM Aura,metro-manila
mr cutter,Mr Cutter,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
mr creamy station,Mr. Creamy Station (Temporarily Closed),robinsons,robinsons-ormoc,Robinsons Place Ormoc,visayas
playcafe,Playcafe,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,
mr coco,MR COCO,sm,sm-southmall,SM Southmall,metro-manila
mr clive shoe repair shop,MR. CLIVE SHOE REPAIR SHOP,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
playground,Playground 9232881783,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
mr bingsu,MR BINGSU,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
playground samuelitos,PLAYGROUND SAMUELITOS,xentro,xentro-mall-lemery,XentroMall Lemery,
playhouse mutiple intelligence and turtorial center sanz cellphone,Playhouse Mutiple Intelligence and Turtorial Center SANZ CELLPHONE,xentro,xentro-mall-calapan,XentroMall Calapan,
planet sport,PLANET SPORT,robinsons,robinsons-tagum,Robinsons Place Tagum,mindanao
plains and prints,Plains and Prints,gmall,gmall-of-tagum,GMall of Tagum,mindanao
mr lee rrj,MR. LEE/RRJ,starmall,edsa-shaw,Starmall EDSA-Shaw,metro-manila
mr shaw,Mr. Shaw,megaworld,san-lorenzo-place-mall,San Lorenzo Place Mall,
pizza to go,PIZZA TO GO,sm,sm-city-pampanga,SM City Pampanga,north-luzon
pizza volante,PIZZA VOLANTE,sm,sm-city-baguio,SM City Baguio,north-luzon
pizzahut,PIZZAHUT,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
mrl empanada factory,MRL Empanada Factory,gmall,gmall-of-davao,GMall of Davao,mindanao
mrg law office,MRG Law Office,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
mr wippy,MR. WIPPY,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
mr unlocker,MR. UNLOCKER,ayala,ayala-harbor-point,Harbor Point,north-luzon
pizzakaya,Pizzakaya,robinsons,robinsons-tagum,Robinsons Place Tagum,mindanao
mr ube,MR. UBE,ayala,ayala-cloverleaf,Ayala Malls Cloverleaf,metro-manila
mr toppings,MR. TOPPINGS 9190869698,robinsons,robinsons-cybergate-cebu,Robinsons Cybergate Cebu,visayas
mr teapsy,Mr. Teapsy,gmall,gmall-of-tagum,GMall of Tagum,mindanao
mr taho,MR TAHO,sm,sm-jmall,SM J Mall,visayas
mr taco,MR TACO,sm,sm-city-clark,SM City Clark,north-luzon
mr sizzlers,MR SIZZLERS,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
pj lhuillier inc,PJ LHUILLIER INC. (CEBUANA),starmall,edsa-shaw,Starmall EDSA-Shaw,metro-manila
mr mala hotpot,MR. MALA HOTPOT,sm,sm-city-baliwag,SM City Baliwag,north-luzon
pj super siomai,PJ Super Siomai,gmall,gmall-of-davao,GMall of Davao,mindanao
mr renes quick shoes and bags repair shop,MR RENES QUICK SHOES AND BAGS REPAIR SHOP,sm,sm-city-sto-tomas,SM City Sto. Tomas,south-luzon
pjs sleepwear,PJs Sleepwear 9237431998,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
mr quickie plus,MR. QUICKIE PLUS,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
mr pluffy the cotton candy company,MR PLUFFY THE COTTON CANDY COMPANY,sm,sm-city-sucat,SM City Sucat,metro-manila
